campaign,prod_type,subject,sent,uniq_open,uniq_click
MB Transaction,MB Transaction,Your account balance is now at your fingertips. Download IndusMobile App Now,70440,6022,151
MB Transaction,MB Transaction,Your account balance is now at your fingertips Download IndusMobile App Now,1793,176,8
MB Registration,MB Registration,Your account balance is now at your fingertips Download IndusMobile App Now,74341,6085,320
MB Registration,MB Registration,Your account balance is now at your fingertips Download IndusMobile App Now,1472,144,1
MB Registration,MB Registration,Your account balance is now at your fingertips Download IndusMobile App Now,37394,3855,109
MBNB UseCase,MB,Track your expenses with the weekly spends calculator on the IndusMobile App. Download Now.,105413,5878,121
MBNB UseCase,MB,Know your Account Balance in a jiffy. Download the IndusMobile App.,33201,2045,88
MBNB UseCase,MB,"Newer,Smarter,Better. Download IndusMobile App Now.",236794,11666,137
MBNB UseCase,MB,Know your Account Balance in a jiffy. Download the IndusMobile App.,75702,4362,222
MB Registration,MB Registration,Your account balance is now at your fingertips Download IndusMobile App Now,10112,1261,25
NB Registration,NB Registration,Avail offers worth Rs. 1000 when you Register on IndusNet. Know More,5287,529,7
MB Registration,MB Registration,Your account balance is now at your fingertips Download IndusMobile App Now,268227,24520,1031
NB Registration,NB Registration,Avail offers worth Rs. 1000 when you Register on IndusNet. Know More,1420,197,0
NB Registration,NB Registration,Avail offers worth Rs. 1000 when you Register on IndusNet. Know More,103439,9368,111
MB Transaction,MB Transaction,BookMyShow Vouchers inside. Download IndusMobile app now.,201738,10355,283
MBNB UseCase,MB,Stay updated on the latest offers with IndusMobile App,173956,15062,117
NB Transaction,NB Transaction,Vouchers up to Rs1500 everytime you pay bills online.,56688,5159,75
MBNB UseCase,MB,Register on IndusNet today and avail offers upto Rs. 1000. Hurry.,35938,3073,103
MBNB UseCase,MB,"Newer,Smarter,Better. Download IndusMobile App Now.",5249,212,2
MBNB UseCase,MB,Looking for a bank locker? Book one instantly on the IndusMobile App. Download now.,7419,339,5
MBNB UseCase,MB,One stop shop for managing your Debit Card - the IndusMobile App. Download Now,34629,1839,25
MB Transaction,MB Transaction,APPsolute delight: Download IndusMobile and get pizza vouchers worth Rs200.,19179,687,22
MB Transaction,MB Transaction,Pizza Vouchers inside. Download IndusMobile app now.,19179,819,38
NR Campaign,NR,Earn 6% interest p.a. on your NRI Savings Account. Know more,39990,5344,2
MB Transaction,MB Transaction,Pizza Vouchers inside. Download IndusMobile app now.,110715,4557,176
MB Registration,MB Registration,"Newer,Smarter,Better : Download IndusMobile App Now",1489,93,2
MB Registration,MB Registration,NEWER. SMARTER. BETTER Experience all new IndusMobile App,37191,2994,26
MB Registration,MB Registration,NEWER. SMARTER. BETTER Experience all new IndusMobile App,10066,981,8
MB Registration,MB Registration,"Newer,Smarter,Better : Download IndusMobile App Now",266740,16760,205
MB Registration,MB Registration,NEWER. SMARTER. BETTER Experience all new IndusMobile App,74156,4225,31
MB Registration,MB Registration,"Newer,Smarter,Better : Download IndusMobile App Now",1807,103,0
MBNB UseCase,NB,"Smart 'n Quick: Know your Account Balance in a jiffy, only on the IndusMobile App.",35760,3043,58
MBNB UseCase,MB,"Making smart, smarter. IMPS, RTGS services now at your fingertips on the IndusMobile app.",7394,364,0
MBNB UseCase,MB,"Making smart, smarter. IMPS, RTGS services now at your fingertips on the IndusMobile app.",34395,1889,8
MBNB UseCase,MB,"Making smart, smarter. IMPS, RTGS services now at your fingertips on the IndusMobile app.",5220,226,0
MBNB UseCase,NB,Vouchers up to Rs1500 everytime you pay bills online,174403,18849,446
D.C Upgrade,D.C Upgrade,"Dear %%Opportunity_Name%%, avail benefits worth Rs.10,000 on our power packed Debit Card",5568,732,19
MBNB UseCase,MB,Your account balance is now at your fingertips. Download IndusMobile App Now.,221945,19090,774
D.C Upgrade,D.C Upgrade,"Dear %%Opportunity_Name%%, avail benefits worth Rs.21,600 on our power packed Debit Card",10624,1726,32
D.C Upgrade,D.C Upgrade,"Dear %%Opportunity_Name%%, benefits worth Rs.19,100 await you. Details inside",3350,494,11
D.C Upgrade,D.C Upgrade,"Dear %%Opportunity_Name%%, avail benefits worth Rs.15,600 on our power packed Debit Card",6949,1119,17
D.C Upgrade,D.C Upgrade,"Dear %%Opportunity_Name%%, avail benefits worth Rs.11,500 on our power packed Debit Card",12166,1711,29
MBNB UseCase,MB,Looking for a bank locker? Book one instantly on the IndusMobile App. Download now.,84699,5182,51
D.C Acquisition,DC,"Dear %%Opportunity_Name%%, avail benefits worth Rs. 10,000 on our power packed Debit Card",674,102,0
D.C Acquisition,DC,"Dear %%Opportunity_Name%%, avail benefits worth Rs.11,500 on our power packed Debit Card",2031,350,4
D.C Acquisition,DC,"Dear %%Opportunity_Name%%, benefits worth Rs.19,100 await you. Details inside",519,84,2
D.C Acquisition,D.C,"Dear %%Opportunity_Name%%, avail benefits worth Rs.21,600 await you. Details inside",1748,274,7
D.C Acquisition,D.C,"Dear %%Opportunity_Name%%, avail benefits worth Rs.15,600 on our power packed Debit Card",1038,173,2
MB Transaction,MOBAPP,BookMyShow Vouchers inside. Download IndusMobile app now.,85800,3543,127
D.C Upgrade,D.C Upgrade,"Dear %%Opportunity_Name%%, benefits worth Rs.19,100 await you. Details inside",3339,408,4
D.C Upgrade,D.C Upgrade,"Dear %%Opportunity_Name%%, avail benefits worth Rs.15,600 on our power packed Debit Card",6930,934,15
MBNB UseCase,MB Registration,"IMPS, RTGS services now on your fingertips. Download the IndusMobile app.",80644,5880,29
D.C Upgrade,D.C Upgrade,"Dear %%Opportunity_Name%%, avail benefits worth Rs.10,000 on our power packed Debit Card",5548,666,12
MBNB UseCase,MB Registration,"Making smart, smarter. IMPS, RTGS services now at your fingertips on the IndusMobile app.",210498,12022,42
D.C Upgrade,D.C Upgrade,"Dear %%Opportunity_Name%%, avail benefits worth Rs.21,600 on our power packed Debit Card",10594,1488,23
D.C Upgrade,D.C Upgrade,"Dear %%Opportunity_Name%%, avail benefits worth Rs.11,500 on our power packed Debit Card",12136,1509,16
MB Registration,MB Registration,NEWER. SMARTER. BETTER Experience all new IndusMobile App,69929,4673,23
MBNB UseCase,NB Registration,"IMPS, RTGS services now on your fingertips, only on the IndusMobile app.",35662,3588,20
MBNB UseCase,NB Registration,"IMPS, RTGS services now on your fingertips, only on the IndusMobile app.",174592,20462,63
MB Registration,MB Registration,"Get your personalized UPI address, Update email, and lot more on the new IndusMobile",266413,18605,302
MB Registration,MB Registration,"Get your personalized UPI address, Update email, and lot more on the new IndusMobile",74087,4588,106
MB Registration,MB Registration,"Get your personalized UPI address, Update email, and lot more on the new IndusMobile",37139,3086,34
MB Registration,MB Registration,"Get your personalized UPI address, Update email, and lot more on the new IndusMobile",10049,1027,19
MB Registration,MB Registration,"Get your personalized UPI address, Update email, and lot more on the new IndusMobile",1490,95,1
MB Registration,MB Registration,"Get your personalized UPI address, Update email, and lot more on the new IndusMobile",1808,119,3
NB Registration,NB Registration,Welcome to the new way of Banking,102189,10788,327
NB Registration,NB Registration,Welcome to the new way of Banking,5243,666,15
NB Transaction,NB Transaction,Vouchers up to Rs1500 everytime you pay bills online.,56192,5434,99
D.C Acquisition,D.C,"Dear %%Opportunity_Name%%, avail benefits worth Rs.11,500 on our power packed Debit Card",2046,324,3
D.C Acquisition,D.C,"Dear %%Opportunity_Name%%, avail benefits worth Rs.10,000 on our power packed Debit Card",694,87,0
D.C Upgrade,D.C Upgrade,"Dear %%Opportunity_Name%%, avail benefits worth Rs.15,600 on our power packed Debit Card",6914,1077,15
D.C Upgrade,D.C Upgrade,"Dear %%Opportunity_Name%%, avail benefits worth Rs.11,500 on our power packed Debit Card",12111,1644,22
NB Registration,NB Registration,Welcome to the new way of Banking,1443,262,5
D.C Upgrade,D.C Upgrade,"Dear %%Opportunity_Name%%, benefits worth Rs.19,100 await you. Details inside",3338,461,3
MB Transaction,MB Transaction,Hassle free & Quick - Check your balance on IndusMobile,280,46,0
D.C Upgrade,D.C Upgrade,"Dear %%Opportunity_Name%%, avail benefits worth Rs.21,600 on our power packed Debit Card",10567,1603,28
MB Transaction,MB Transaction,Hassle free & Quick - Check your balance on IndusMobile,937,130,0
D.C Upgrade,D.C Upgrade,"Dear %%Opportunity_Name%%, avail benefits worth Rs.10,000 on our power packed Debit Card",5536,725,13
D.C Acquisition,D.C,"Dear %%Opportunity_Name%%, benefits worth Rs.19,100 await you. Details inside",538,85,1
MB Registration,MB Registration,NEWER. SMARTER. BETTER Experience all new IndusMobile App,69891,4581,23
D.C Acquisition,D.C,"Dear %%Opportunity_Name%%, avail benefits worth Rs.21,600 await you. Details inside",1761,308,4
D.C Acquisition,D.C,"Dear %%Opportunity_Name%%, avail benefits worth Rs.15,600 on our power packed Debit Card",1056,172,1
MB Transaction,MB Transaction,Hassle free & Quick - Check your balance on IndusMobile,15674,2075,25
MBLimitIncrease,MB Transaction,Avail enhanced daily transaction limit of Rs. 10 Lakhs on your IndusMobile app,28578,4839,57
D.C Upgrade,D.C Upgrade,"Dear %%Opportunity_Name%%, avail benefits worth Rs.10,000 on our power packed Debit Card",5525,743,10
D.C Acquisition,D.C,"Dear %%Opportunity_Name%%, avail benefits worth Rs.21,600 await you. Details inside",1757,270,7
D.C Acquisition,D.C,"Dear %%Opportunity_Name%%, benefits worth Rs.19,100 await you. Details inside",538,80,0
D.C Upgrade,D.C Upgrade,"Dear %%Opportunity_Name%%, avail benefits worth Rs.11,500 on our power packed Debit Card",12089,1640,22
D.C Upgrade,D.C Upgrade,"Dear %%Opportunity_Name%%, avail benefits worth Rs.21,600 on our power packed Debit Card",10550,1563,23
D.C Acquisition,D.C,"Dear %%Opportunity_Name%%, avail benefits worth Rs.15,600 on our power packed Debit Card",1054,162,1
D.C Acquisition,D.C,"Dear %%Opportunity_Name%%, avail benefits worth Rs.10,000 on our power packed Debit Card",694,97,0
D.C Upgrade,D.C Upgrade,"Dear %%Opportunity_Name%%, benefits worth Rs.19,100 await you. Details inside",3334,471,6
D.C Acquisition,D.C,"Dear %%Opportunity_Name%%, avail benefits worth Rs.11,500 on our power packed Debit Card",2044,315,4
MB Registration,MB Registration,Download IndusMobile app and avail enhanced daily transaction limit of Rs. 10 Lakhs,80402,5727,117
D.C Upgrade,D.C Upgrade,"Dear %%Opportunity_Name%%, avail benefits worth Rs.15,600 on our power packed Debit Card",6902,1067,13
NR Campaign,NR,Video Call your Branch Manager from Anyplace,25114,5348,136
MB Registration,MB Registration,Your account balance is now at your fingertips. Download IndusMobile App Now,33914,5263,106
MB Transaction,MB Transaction,Fast and Easy : Order a cheque book on your IndusMobile now,301,43,0
MB Transaction,MB Transaction,Fast and Easy : Order a cheque book on your IndusMobile now,17687,2518,15
MB Transaction,MB Transaction,Fast and Easy : Order a cheque book on your IndusMobile now,1037,138,0
NB Registration,NB Registration,Avail offers worth Rs. 1000 when you Register on IndusNet. Know More,105173,9421,120
NB Registration,NB Registration,Avail offers worth Rs. 1000 when you Register on IndusNet. Know More,5451,557,5
NB Registration,NB Registration,Avail offers worth Rs. 1000 when you Register on IndusNet. Know More,1486,199,3
MBNB UseCase,NB Registration,Register on IndusNet today and avail offers upto Rs. 1000. Hurry.,38560,3444,115
MBNB UseCase,MB Registration,Know your Account Balance in a jiffy. Download the IndusMobile App.,90395,6587,269
MBNB UseCase,NB Registration,Stay updated on the latest offers with IndusMobile App,185797,17285,118
MBNB UseCase,MB Registration,Track your expenses with the weekly spends calculator on the IndusMobile App. Download Now.,35646,2002,47
MBNB UseCase,MB Registration,"Newer,Smarter,Better. Download IndusMobile App Now.",235317,12690,127
MBNB UseCase,MB Registration,Know your Account Balance in a jiffy. Download the IndusMobile App.,10636,651,36
MBNB UseCase,MB Registration,Know your Account Balance in a jiffy. Download the IndusMobile App.,5059,294,8
MBLimitIncrease,MB Transaction,Avail enhanced daily transaction limit of Rs. 10 Lakhs on your IndusMobile app,24153,1935,15
NB Transaction,NB Transaction,Vouchers up to Rs1500 everytime you pay bills online.,37475,3066,42
MBLimitIncrease,MB Registration,Download IndusMobile app and avail enhanced daily transaction limit of Rs. 10 Lakhs,75073,3112,59
MB Registration,MB Registration,NEWER. SMARTER. BETTER Experience all new IndusMobile App,33517,4428,27
MBNB UseCase,MB Registration,Know your Account Balance in a jiffy. Download the IndusMobile App.,231741,16726,651
MBNB UseCase,MB Registration,One stop shop for managing your Debit Card - the IndusMobile App. Download Now,35235,2209,40
MBNB UseCase,MB Registration,Track your expenses with the weekly spends calculator on the IndusMobile App. Download Now.,143,10,0
MB Transaction,MB Transaction,Hassle free & Quick - Check your balance on IndusMobile,301,43,1
MBNB UseCase,MB Registration,Looking for a bank locker? Book one instantly on the IndusMobile App. Download now.,90020,5282,60
MBNB UseCase,MB Registration,Know your Account Balance in a jiffy. Download the IndusMobile App.,67,8,0
MBNB UseCase,MB Registration,Know your Account Balance in a jiffy. Download the IndusMobile App.,81,11,0
MBNB UseCase,MB Registration,"Newer,Smarter,Better. Download IndusMobile App Now.",5016,243,0
MBNB UseCase,MB Registration,Looking for a bank locker? Book one instantly on the IndusMobile App. Download now.,10582,515,5
MB Transaction,MB Transaction,Hassle free & Quick - Check your balance on IndusMobile,18597,2432,39
MBNB UseCase,NB Registration,"Smart 'n Quick: Know your Account Balance in a jiffy, only on the IndusMobile App.",38536,3385,71
MBNB UseCase,NB Registration,Stay updated on the latest offers with IndusMobile App,3328,280,2
MBNB UseCase,NB Registration,Register on IndusNet today and avail offers upto Rs. 1000. Hurry.,560,70,2
MBNB UseCase,NB Registration,Vouchers up to Rs.1500 everytime you pay bills online,186066,20910,525
MBLimitIncrease,MB Transaction,Avail enhanced daily transaction limit of Rs. 10 Lakhs on your IndusMobile app,22441,1217,13
NB Registration,NB Registration,Welcome to the new way of Banking.,110915,11351,357
MB Registration,MB Registration,Download IndusMobile app and avail enhanced daily transaction limit of Rs. 10 Lakhs,72425,2197,37
NR Campaign,NR,Earn 6% interest p.a. on your NRI Savings Account. Know more.,24906,4946,4
MB Registration,MB Registration,Download IndusMobile app and avail enhanced daily transaction limit of Rs. 10 Lakhs,33482,4320,43
